Name,Brand,Categories,PrimaryCategories,Reviews.Date,Reviews.Text,Reviews.Title,Sentiment,Full_Review,Sentiment_Score,Sentiment_Category
Phones LG,LG,Electronics,Phones,2024-03-11,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.34,Negative
Cleaning Amazon,Amazon,Appliances,Cleaning,2024-04-13,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.31,Negative
Cameras HP,HP,Electronics,Cameras,2024-05-24,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.82,Positive
Chairs Sony,Sony,Furniture,Chairs,2024-06-15,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.51,Neutral
Cleaning HP,HP,Appliances,Cleaning,2024-04-17,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.9,Positive
Chairs Apple,Apple,Furniture,Chairs,2024-02-22,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.7,Positive
Smart Devices LG,LG,Electronics,Smart Devices,2024-05-27,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.24,Negative
Speakers Amazon,Amazon,Audio,Speakers,2024-08-12,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.31,Negative
Gaming Sony,Sony,Computers,Gaming,2024-09-12,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.73,Positive
Chairs Dell,Dell,Furniture,Chairs,2024-09-17,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.93,Positive
Smart Devices LG,LG,Electronics,Smart Devices,2024-01-30,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.99,Positive
Tables Amazon,Amazon,Furniture,Tables,2024-11-18,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.09,Negative
Cleaning ASUS,ASUS,Appliances,Cleaning,2024-04-02,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.61,Neutral
Microphones Dell,Dell,Audio,Microphones,2024-01-02,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.86,Positive
Gaming Apple,Apple,Computers,Gaming,2024-04-02,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.1,Negative
Earphones LG,LG,Audio,Earphones,2024-06-17,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.27,Negative
Tables Apple,Apple,Furniture,Tables,2024-07-09,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.84,Positive
Tables Samsung,Samsung,Furniture,Tables,2024-07-13,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.38,Negative
Tables Apple,Apple,Furniture,Tables,2024-04-30,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.11,Negative
Laptops Apple,Apple,Computers,Laptops,2024-08-04,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.03,Negative
Laundry LG,LG,Appliances,Laundry,2024-11-13,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.99,Positive
Kitchen Dell,Dell,Appliances,Kitchen,2024-09-13,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.72,Positive
Chairs Bose,Bose,Furniture,Chairs,2024-02-27,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.86,Positive
Speakers Apple,Apple,Audio,Speakers,2024-07-05,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.84,Positive
Cameras ASUS,ASUS,Electronics,Cameras,2024-05-26,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.98,Positive
Tables LG,LG,Furniture,Tables,2024-10-20,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.46,Neutral
Smart Devices LG,LG,Electronics,Smart Devices,2024-01-11,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.92,Positive
Cleaning ASUS,ASUS,Appliances,Cleaning,2024-07-13,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.47,Neutral
Kitchen Dell,Dell,Appliances,Kitchen,2024-07-17,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.44,Neutral
Smart Devices Samsung,Samsung,Electronics,Smart Devices,2024-10-14,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.93,Positive
Accessories Apple,Apple,Computers,Accessories,2024-11-12,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.07,Negative
Laptops Samsung,Samsung,Computers,Laptops,2024-02-14,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.17,Negative
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-07-21,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.41,Neutral
Earphones Bose,Bose,Audio,Earphones,2024-02-05,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.47,Neutral
Phones Sony,Sony,Electronics,Phones,2024-02-16,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.62,Neutral
Cleaning Dell,Dell,Appliances,Cleaning,2024-02-04,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.78,Positive
Speakers HP,HP,Audio,Speakers,2024-10-01,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.59,Neutral
Laundry Bose,Bose,Appliances,Laundry,2024-06-13,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.89,Positive
Accessories HP,HP,Computers,Accessories,2024-07-14,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.78,Positive
Chairs ASUS,ASUS,Furniture,Chairs,2024-01-10,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.67,Neutral
Beds Apple,Apple,Furniture,Beds,2024-02-15,It's fine.,Average,Neutral,It's fine. Average,0.41,Neutral
Beds Dell,Dell,Furniture,Beds,2024-07-07,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.38,Negative
Laptops ASUS,ASUS,Computers,Laptops,2024-03-10,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.68,Neutral
Laptops HP,HP,Computers,Laptops,2024-04-14,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.93,Positive
Tables Samsung,Samsung,Furniture,Tables,2024-04-20,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.54,Neutral
Smart Devices Samsung,Samsung,Electronics,Smart Devices,2024-07-12,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.17,Negative
Chairs Samsung,Samsung,Furniture,Chairs,2024-05-23,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.13,Negative
Microphones Apple,Apple,Audio,Microphones,2024-05-03,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.38,Negative
Laptops Dell,Dell,Computers,Laptops,2024-11-13,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.23,Negative
Chairs Samsung,Samsung,Furniture,Chairs,2024-07-23,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.31,Negative
Phones Samsung,Samsung,Electronics,Phones,2024-01-07,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.36,Negative
Cameras Sony,Sony,Electronics,Cameras,2024-05-25,Exceeded expectations.,Fantastic Buy,Positive,Exceeded expectations. Fantastic Buy,0.94,Positive
Accessories Samsung,Samsung,Computers,Accessories,2024-10-06,It's fine.,It's okay,Neutral,It's fine. It's okay,0.48,Neutral
Accessories Sony,Sony,Computers,Accessories,2024-10-30,It's fine.,Average,Neutral,It's fine. Average,0.67,Neutral
Kitchen Apple,Apple,Appliances,Kitchen,2024-05-31,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.71,Positive
Accessories Dell,Dell,Computers,Accessories,2024-09-24,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.01,Negative
Phones Apple,Apple,Electronics,Phones,2024-02-20,It's fine.,It's okay,Neutral,It's fine. It's okay,0.43,Neutral
Microphones Bose,Bose,Audio,Microphones,2024-06-21,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.04,Negative
Microphones Apple,Apple,Audio,Microphones,2024-11-04,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.81,Positive
Smart Devices Sony,Sony,Electronics,Smart Devices,2024-07-09,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.72,Positive
Gaming Samsung,Samsung,Computers,Gaming,2024-09-23,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,1.0,Positive
Laptops Dell,Dell,Computers,Laptops,2024-03-19,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.61,Neutral
Laundry Apple,Apple,Appliances,Laundry,2024-04-08,Disappointing features.,Terrible,Negative,Disappointing features. Terrible,0.21,Negative
Cameras Amazon,Amazon,Electronics,Cameras,2024-03-26,"Not bad, not great.",Average,Neutral,"Not bad, not great. Average",0.58,Neutral
Microphones Samsung,Samsung,Audio,Microphones,2024-10-16,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.95,Positive
Tables HP,HP,Furniture,Tables,2024-03-26,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.91,Positive
Cameras ASUS,ASUS,Electronics,Cameras,2024-07-03,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.15,Negative
Kitchen Dell,Dell,Appliances,Kitchen,2024-01-17,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.23,Negative
Gaming HP,HP,Computers,Gaming,2024-09-09,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.09,Negative
Chairs Bose,Bose,Furniture,Chairs,2024-03-03,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.28,Negative
Microphones Bose,Bose,Audio,Microphones,2024-03-23,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.41,Neutral
Phones Sony,Sony,Electronics,Phones,2024-08-19,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.01,Negative
Gaming Bose,Bose,Computers,Gaming,2024-09-27,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.37,Negative
Tables Sony,Sony,Furniture,Tables,2024-09-11,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.32,Negative
Earphones Amazon,Amazon,Audio,Earphones,2024-06-16,It's fine.,It's okay,Neutral,It's fine. It's okay,0.42,Neutral
Smart Devices Amazon,Amazon,Electronics,Smart Devices,2024-07-20,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.67,Neutral
Accessories LG,LG,Computers,Accessories,2024-09-03,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.61,Neutral
Microphones Amazon,Amazon,Audio,Microphones,2024-05-15,It's fine.,It's okay,Neutral,It's fine. It's okay,0.56,Neutral
Earphones Dell,Dell,Audio,Earphones,2024-11-22,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.92,Positive
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-06-10,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.23,Negative
Phones HP,HP,Electronics,Phones,2024-05-19,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.07,Negative
Smart Devices Samsung,Samsung,Electronics,Smart Devices,2024-06-02,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.13,Negative
Gaming Bose,Bose,Computers,Gaming,2024-09-11,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.33,Negative
Beds Dell,Dell,Furniture,Beds,2024-10-23,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.46,Neutral
Cleaning Dell,Dell,Appliances,Cleaning,2024-11-09,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.07,Negative
Speakers LG,LG,Audio,Speakers,2024-07-22,Terrible quality.,Disappointing,Negative,Terrible quality. Disappointing,0.22,Negative
Kitchen Apple,Apple,Appliances,Kitchen,2024-11-05,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.06,Negative
Kitchen Bose,Bose,Appliances,Kitchen,2024-03-19,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.45,Neutral
Accessories Sony,Sony,Computers,Accessories,2024-08-24,Amazing quality!,Highly Recommend,Positive,Amazing quality! Highly Recommend,0.97,Positive
Earphones ASUS,ASUS,Audio,Earphones,2024-03-17,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.52,Neutral
Tables Apple,Apple,Furniture,Tables,2024-10-24,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.76,Positive
Kitchen Sony,Sony,Appliances,Kitchen,2024-03-12,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.48,Neutral
Earphones Samsung,Samsung,Audio,Earphones,2024-09-30,It's fine.,Decent Quality,Neutral,It's fine. Decent Quality,0.54,Neutral
Smart Devices LG,LG,Electronics,Smart Devices,2024-11-14,Not worth the price.,Terrible,Negative,Not worth the price. Terrible,0.34,Negative
Accessories Sony,Sony,Computers,Accessories,2024-06-13,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.31,Negative
Smart Devices Bose,Bose,Electronics,Smart Devices,2024-05-26,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.66,Neutral
Speakers Sony,Sony,Audio,Speakers,2024-09-09,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.93,Positive
Smart Devices Bose,Bose,Electronics,Smart Devices,2024-02-19,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.29,Negative
Speakers ASUS,ASUS,Audio,Speakers,2024-11-20,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.38,Negative
Cleaning Apple,Apple,Appliances,Cleaning,2024-11-09,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.28,Negative
Laptops Samsung,Samsung,Computers,Laptops,2024-01-22,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.06,Negative
Smart Devices Bose,Bose,Electronics,Smart Devices,2024-05-29,Mediocre experience.,Average,Neutral,Mediocre experience. Average,0.44,Neutral
Cleaning Samsung,Samsung,Appliances,Cleaning,2024-01-28,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.28,Negative
Cleaning HP,HP,Appliances,Cleaning,2024-06-23,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.77,Positive
Laundry Bose,Bose,Appliances,Laundry,2024-10-08,Terrible quality.,Not Impressed,Negative,Terrible quality. Not Impressed,0.03,Negative
Kitchen Samsung,Samsung,Appliances,Kitchen,2024-08-19,Not worth the price.,Disappointing,Negative,Not worth the price. Disappointing,0.04,Negative
Earphones Samsung,Samsung,Audio,Earphones,2024-04-23,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.71,Positive
Accessories Amazon,Amazon,Computers,Accessories,2024-01-18,Mediocre experience.,Decent Quality,Neutral,Mediocre experience. Decent Quality,0.65,Neutral
Speakers Amazon,Amazon,Audio,Speakers,2024-05-25,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.08,Negative
Smart Devices Bose,Bose,Electronics,Smart Devices,2024-05-24,Mediocre experience.,It's okay,Neutral,Mediocre experience. It's okay,0.56,Neutral
Chairs Amazon,Amazon,Furniture,Chairs,2024-08-09,Disappointing features.,Disappointing,Negative,Disappointing features. Disappointing,0.28,Negative
Phones Apple,Apple,Electronics,Phones,2024-03-26,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.82,Positive
Cameras LG,LG,Electronics,Cameras,2024-07-11,Terrible quality.,Terrible,Negative,Terrible quality. Terrible,0.34,Negative
Chairs ASUS,ASUS,Furniture,Chairs,2024-08-31,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.82,Positive
Microphones Apple,Apple,Audio,Microphones,2024-06-03,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.81,Positive
Accessories LG,LG,Computers,Accessories,2024-07-12,Worth every penny.,Fantastic Buy,Positive,Worth every penny. Fantastic Buy,0.91,Positive
Beds Amazon,Amazon,Furniture,Beds,2024-11-12,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.74,Positive
Cleaning Dell,Dell,Appliances,Cleaning,2024-11-03,"Not bad, not great.",It's okay,Neutral,"Not bad, not great. It's okay",0.66,Neutral
Laundry Amazon,Amazon,Appliances,Laundry,2024-09-11,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.78,Positive
Accessories ASUS,ASUS,Computers,Accessories,2024-11-03,"Not bad, not great.",Decent Quality,Neutral,"Not bad, not great. Decent Quality",0.46,Neutral
Beds Dell,Dell,Furniture,Beds,2024-08-24,Exceeded expectations.,Great Product,Positive,Exceeded expectations. Great Product,0.98,Positive
Cameras Samsung,Samsung,Electronics,Cameras,2024-05-28,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.72,Positive
Tables Apple,Apple,Furniture,Tables,2024-11-10,Amazing quality!,Great Product,Positive,Amazing quality! Great Product,0.85,Positive
Laptops Dell,Dell,Computers,Laptops,2024-10-03,Worth every penny.,Great Product,Positive,Worth every penny. Great Product,0.83,Positive
Tables LG,LG,Furniture,Tables,2024-01-20,Exceeded expectations.,Highly Recommend,Positive,Exceeded expectations. Highly Recommend,0.78,Positive
Tables Dell,Dell,Furniture,Tables,2024-01-09,Disappointing features.,Not Impressed,Negative,Disappointing features. Not Impressed,0.25,Negative
Beds Dell,Dell,Furniture,Beds,2024-08-15,Amazing quality!,Fantastic Buy,Positive,Amazing quality! Fantastic Buy,0.71,Positive
Microphones Dell,Dell,Audio,Microphones,2024-02-19,Not worth the price.,Not Impressed,Negative,Not worth the price. Not Impressed,0.25,Negative
Laundry Apple,Apple,Appliances,Laundry,2024-01-26,Worth every penny.,Highly Recommend,Positive,Worth every penny. Highly Recommend,0.97,Positive
